transaction_id,date,account_key,department_key,vendor_key,product_key,customer_key,amount
82,2022-01-26,3,35,376,86,943,440.49
83,2022-01-09,2,17,656,58,170,539.51
84,2022-01-17,2,18,446,61,740,215.23
85,2022-01-17,3,28,220,36,114,253.17
86,2022-01-05,2,26,61,75,323,335.97
87,2022-01-02,2,33,216,22,584,45.95
88,2022-01-19,3,22,225,10,337,72.05
89,2022-01-04,1,17,32,15,406,140.19
90,2022-01-10,2,16,211,73,979,96.51
91,2022-01-16,1,10,740,74,247,39.02
92,2022-01-12,2,19,759,54,59,553.06
93,2022-01-26,2,11,233,91,899,294.66
94,2022-01-01,3,34,14,55,788,553.84
95,2022-01-18,1,26,132,64,883,547.01
96,2022-01-05,1,21,11,39,986,301.92
97,2022-01-28,2,26,269,4,945,202.72
98,2022-01-09,1,37,328,92,972,82.51
99,2022-01-14,3,30,178,61,945,270.27
100,2022-01-02,1,17,582,88,890,541.12
101,2022-01-02,1,19,763,39,369,543.89
102,2022-01-05,3,34,970,30,162,28.74
103,2022-01-07,3,14,927,31,681,422.61
104,2022-01-26,3,16,83,30,148,334.92
105,2022-01-21,1,13,564,99,896,466.7
106,2022-01-09,1,21,208,62,802,457.77
107,2022-01-29,3,13,467,16,671,517.38
108,2022-01-07,3,34,655,85,920,505.51
109,2022-01-05,1,25,770,70,692,213.82
110,2022-01-07,1,29,121,14,754,483.86
111,2022-01-21,2,36,113,77,615,98.09
112,2022-01-16,1,17,773,30,410,454.1
113,2022-01-06,1,37,778,61,15,40.81
114,2022-01-05,1,21,367,74,576,375.28
115,2022-01-20,2,11,805,61,249,353.84
116,2022-01-11,2,31,341,86,561,260.95
117,2022-01-16,2,24,517,22,68,481.86
118,2022-01-29,2,16,7,77,268,32.48
119,2022-01-21,1,36,978,94,77,242.92
120,2022-01-21,2,32,531,39,911,264.03
121,2022-01-10,3,19,3,67,785,25.78
122,2022-01-16,2,26,867,65,805,252.92
123,2022-01-02,2,27,346,97,766,441.24
124,2022-01-10,1,16,555,100,998,32.71
125,2022-01-01,2,26,405,78,364,132.43
126,2022-01-12,2,10,972,11,705,241.52
127,2022-01-14,3,26,716,40,773,476.35
128,2022-01-24,2,35,342,40,132,388.55
129,2022-01-01,1,36,915,58,610,259.3
130,2022-01-21,3,14,831,44,550,126.46
131,2022-01-26,3,20,607,36,919,103.98
132,2022-01-19,1,39,870,96,738,262.51
133,2022-01-11,3,20,864,21,582,45.04
134,2022-01-11,3,32,841,99,780,461.66
135,2022-01-15,1,28,512,76,47,187.71
136,2022-01-03,2,16,712,15,895,551.41
137,2022-01-19,1,35,991,36,24,178.5
138,2022-01-07,2,17,396,60,869,500.06
139,2022-01-09,2,25,824,23,886,342.71
140,2022-01-13,3,31,57,71,55,244.03
141,2022-01-24,1,12,549,31,118,534.25
142,2022-01-11,1,20,769,42,980,52.41
143,2022-01-23,1,23,637,4,860,433.27
144,2022-01-17,2,34,222,3,175,74.83
145,2022-01-12,1,34,940,28,307,68.47
146,2022-01-22,2,17,691,93,520,251.99
147,2022-01-17,1,24,384,22,965,224.95
148,2022-01-22,1,33,902,73,572,402.96
149,2022-01-02,1,23,586,99,465,113.87
150,2022-01-24,2,10,167,100,699,219.88
151,2022-01-05,1,17,126,11,852,232.15
152,2022-01-18,1,34,431,18,460,471.76
153,2022-01-29,1,29,403,6,310,18.47
154,2022-01-18,3,34,187,26,928,471.35
155,2022-01-06,1,22,82,72,609,188.83
156,2022-01-16,1,35,245,74,8,118.68
157,2022-01-21,2,32,352,18,206,310.87
158,2022-01-01,2,24,178,37,12,201.4
159,2022-01-02,3,38,504,54,669,269.09
160,2022-01-06,2,36,349,45,145,260.02
161,2022-01-13,3,24,64,14,624,414.55
162,2022-01-01,1,28,975,81,704,272.39
163,2022-01-12,1,36,385,88,770,446.06
164,2022-01-28,1,34,225,20,966,368.02
165,2022-01-12,2,22,419,26,878,302.66
166,2022-01-02,3,39,737,64,27,512.01
167,2022-01-23,3,36,332,63,234,371.82
168,2022-01-20,2,21,807,53,953,421.75
169,2022-01-14,2,23,458,16,190,54.08
170,2022-01-08,1,29,590,6,588,129.85
171,2022-01-20,3,29,735,50,295,368.31
172,2022-01-12,3,28,937,40,306,131.59
173,2022-01-11,1,23,269,78,358,209.64
174,2022-01-17,3,11,682,35,418,413.38
175,2022-01-11,2,30,831,55,591,454.2
176,2022-01-16,2,25,397,80,959,173.91
177,2022-01-29,1,36,659,34,88,448.78
178,2022-01-12,2,29,352,22,61,16.89
179,2022-01-23,2,33,970,95,486,35.41
180,2022-01-28,2,36,974,91,784,471.92
181,2022-01-12,1,33,466,30,775,76.08
182,2022-01-24,2,26,959,18,992,301.54
183,2022-01-29,2,37,232,29,77,183.86
184,2022-01-15,3,40,535,61,386,209.45
185,2022-01-18,2,38,193,72,711,543.87
186,2022-01-16,3,20,741,79,158,120.37
187,2022-01-26,1,33,806,27,177,369.65
188,2022-01-09,3,19,224,39,924,362.84
189,2022-01-04,3,24,307,47,840,22.21
190,2022-01-05,1,25,843,99,909,411.79
191,2022-01-06,2,11,677,71,623,477.78
192,2022-01-15,2,24,226,39,411,330.85
193,2022-01-27,2,13,349,43,819,118.52
194,2022-01-28,2,36,32,85,777,317.35
195,2022-01-16,3,38,445,15,536,100.81
196,2022-01-13,3,11,948,42,353,41.36
197,2022-01-22,1,21,457,46,336,264.59
198,2022-01-10,2,30,439,7,685,261.09
199,2022-01-25,3,28,855,14,394,474.47
200,2022-01-26,1,16,912,82,110,26.59
201,2022-01-26,1,14,689,53,539,471.76
202,2022-01-25,3,28,442,82,827,70.25
203,2022-01-04,3,10,667,70,759,458.55
204,2022-01-12,2,13,833,88,341,264.52
205,2022-01-20,1,32,33,24,838,186.23
206,2022-01-17,2,38,368,21,334,140.86
207,2022-01-10,3,14,443,10,572,166.6
208,2022-01-16,2,28,35,56,384,130.67
209,2022-01-16,2,14,120,10,46,167.9
210,2022-01-20,2,30,254,61,194,296.01
211,2022-01-06,1,30,15,47,102,53.46
212,2022-01-01,1,36,872,49,1,400.51
213,2022-01-05,3,28,845,39,900,295.3
214,2022-01-03,1,30,252,82,946,487.77
215,2022-01-03,1,15,464,96,516,492.05
216,2022-01-26,3,32,548,22,961,209.5
217,2022-01-09,1,14,530,49,107,507.49
218,2022-01-08,3,23,618,77,851,125.02
219,2022-01-20,1,17,391,38,810,157.53
220,2022-01-25,3,37,896,28,360,208.84
221,2022-01-26,3,34,318,89,648,368.03
222,2022-01-06,2,15,572,64,198,324.78
223,2022-01-03,1,19,72,38,201,481.27
224,2022-01-24,1,15,163,11,110,477.43
225,2022-01-06,2,19,857,75,399,362.26
226,2022-01-04,3,21,898,83,979,26.85
227,2022-01-08,2,28,544,93,550,119.4
228,2022-01-03,1,26,830,32,6,245.53
229,2022-01-17,2,18,747,87,234,168.62
230,2022-01-21,2,26,227,5,782,295.92
231,2022-01-20,2,12,52,62,801,465.72
232,2022-01-19,1,10,929,59,323,537.34
233,2022-01-24,3,38,16,27,950,218.03
234,2022-01-23,3,28,138,12,670,17.27
235,2022-01-07,2,13,37,88,940,182.36
236,2022-01-07,1,21,677,40,941,434.93
237,2022-01-07,1,38,148,4,899,26.53
238,2022-01-20,3,22,785,35,483,410.46
239,2022-01-21,3,23,133,80,939,217.44
240,2022-01-29,3,30,369,3,252,542.21
241,2022-01-18,3,33,893,80,803,392.74
242,2022-01-21,2,23,989,73,149,335.68
243,2022-01-22,3,26,513,21,74,369.41
244,2022-01-25,1,20,328,47,768,46.31
245,2022-01-15,2,35,720,52,675,349.76
246,2022-01-07,3,11,791,12,453,38.62
247,2022-01-03,3,27,909,32,464,456.59
248,2022-01-20,1,12,207,63,915,346.31
249,2022-01-15,1,23,399,37,656,254.05
250,2022-01-19,2,11,576,91,251,322.67
251,2022-01-25,3,15,702,3,206,211.64
252,2022-01-17,3,20,23,52,232,239.06
253,2022-01-02,3,16,858,42,18,411.26
254,2022-01-17,2,13,833,59,773,314.58
255,2022-01-24,2,39,324,53,705,319.16
256,2022-01-19,3,19,313,93,946,204.1
257,2022-01-15,3,28,42,75,353,300.25
258,2022-01-13,3,31,818,81,757,232.85
259,2022-01-10,2,30,254,42,2,194.49
260,2022-01-08,2,15,59,73,979,196.72
261,2022-01-08,3,35,809,66,869,208.04
262,2022-01-25,1,33,963,44,14,355.04
263,2022-01-13,1,28,882,91,631,100.84
264,2022-01-21,1,31,863,83,487,31.48
265,2022-01-01,2,27,269,93,69,12.75
266,2022-01-02,3,24,558,95,284,42.23
267,2022-01-19,1,19,778,17,520,110.88
268,2022-01-19,3,26,549,96,587,73.75
269,2022-01-12,2,34,793,65,452,403.78
270,2022-01-14,3,29,145,78,735,398.17
271,2022-01-12,2,28,200,54,843,514.67
272,2022-01-26,1,37,915,55,624,248.03
273,2022-01-01,2,32,904,22,654,536.77
274,2022-01-12,3,40,145,71,404,521.85
275,2022-01-19,2,10,515,53,994,151.76
276,2022-01-13,2,31,285,89,902,77.15
277,2022-01-24,2,36,618,68,332,389.46
278,2022-01-26,2,32,357,39,141,160.8
279,2022-01-14,2,35,734,69,790,150.27
280,2022-01-11,3,14,329,82,379,67.37
281,2022-01-11,2,13,838,67,551,542.31
282,2022-01-20,2,24,915,43,769,402.96
283,2022-01-18,2,15,326,30,623,141.61
284,2022-01-03,2,31,4,26,650,246.12
285,2022-01-25,2,28,199,20,567,335.46
286,2022-01-23,2,15,964,95,503,410.34
287,2022-01-27,2,28,207,73,413,48.11
288,2022-01-13,2,27,860,61,27,493.54
289,2022-01-03,2,16,193,50,426,309.35
290,2022-01-16,3,33,214,24,300,183.27
291,2022-01-23,2,18,545,43,36,97.18
292,2022-01-04,1,32,288,8,473,263.73
293,2022-01-08,2,32,472,13,230,160.15
294,2022-01-07,1,31,940,54,505,448.2
295,2022-01-25,1,12,35,9,770,402.44
296,2022-01-21,1,18,8,69,629,198.26
297,2022-01-01,1,34,674,14,390,192.62
298,2022-01-23,1,22,490,19,896,156.86
299,2022-01-24,3,23,140,14,434,47.52
300,2022-01-12,3,20,597,81,816,306.32
301,2022-01-04,1,37,292,32,442,277.8
302,2022-01-06,2,10,767,33,582,279.93
303,2022-01-19,2,16,259,26,588,63.59
304,2022-01-15,1,25,585,57,707,405.24
305,2022-01-17,1,19,893,55,981,22.15
306,2022-01-10,2,24,216,47,18,441.47
307,2022-01-07,2,14,543,71,218,473.95
308,2022-01-12,1,39,168,63,339,97.66
309,2022-01-09,3,26,408,98,1,0.89
310,2022-01-28,1,30,881,57,573,22.11
311,2022-01-18,2,39,636,32,100,343.71
312,2022-01-27,1,30,366,29,205,548.66
313,2022-01-17,2,14,394,71,366,501.76
314,2022-01-03,3,33,147,25,709,510.41
315,2022-01-13,3,11,400,89,904,41.45
316,2022-01-15,3,27,835,62,3,405.11
317,2022-01-20,2,10,652,67,992,274.1
318,2022-01-03,3,33,317,32,928,525.27
319,2022-01-13,3,16,460,49,623,324.78
320,2022-01-03,1,19,937,70,353,6.21
321,2022-01-08,1,38,310,22,888,435.76
322,2022-01-09,3,28,306,24,45,333.75
323,2022-01-19,2,17,431,78,360,1.91
324,2022-01-16,2,30,134,47,863,412.85
325,2022-01-07,3,29,410,83,828,354.83
326,2022-01-12,1,32,978,51,696,538.46
327,2022-01-08,3,11,326,54,986,180.44
328,2022-01-04,3,31,517,19,448,89.51
329,2022-01-14,1,35,473,6,648,377.79
330,2022-01-15,2,30,499,9,993,34.3
331,2022-01-24,1,28,376,28,510,142.74
332,2022-01-08,2,21,369,39,919,437.28
333,2022-01-17,1,20,364,82,81,63.35
334,2022-01-23,2,22,789,97,175,522.09
335,2022-01-21,3,28,296,55,555,474.37
336,2022-01-09,2,31,132,19,851,74.17
337,2022-01-19,1,30,91,53,470,39.23
338,2022-01-27,1,22,364,83,700,149.24
339,2022-01-04,2,24,837,90,706,449.4
340,2022-01-21,3,23,489,28,854,133.67
341,2022-01-10,1,39,40,3,500,251.73
342,2022-01-04,2,40,554,33,859,39.36
343,2022-01-02,2,21,553,61,89,402.07
344,2022-01-11,1,33,814,20,673,382.15
345,2022-01-25,1,24,12,94,468,218.49
346,2022-01-29,1,30,747,1,922,185.19
347,2022-01-12,2,30,182,71,25,293.45
348,2022-01-22,3,13,632,29,200,110.44
349,2022-01-04,1,29,445,90,546,111.35
350,2022-01-08,2,34,378,89,126,43.52
351,2022-01-17,2,40,233,92,785,424.32
352,2022-01-26,2,40,300,100,81,387.47
353,2022-01-24,1,36,220,70,940,530.79
354,2022-01-13,1,13,6,40,224,234.89
355,2022-01-07,2,16,548,41,549,340.4
356,2022-01-10,1,26,35,59,5,252.29
357,2022-01-15,1,24,315,45,386,39.95
358,2022-01-10,3,23,141,96,205,78.88
359,2022-01-10,2,34,46,94,576,430.98
360,2022-01-23,3,17,866,53,889,208.23
361,2022-01-14,1,38,943,63,516,418.39
362,2022-01-21,2,13,741,97,928,153.26
363,2022-01-09,2,26,913,78,130,337.68
364,2022-01-06,1,19,438,66,694,56.39
365,2022-01-08,3,28,343,48,301,238.25
366,2022-01-06,3,17,297,61,14,188.72
367,2022-01-09,3,25,672,100,487,507.65
368,2022-01-18,2,18,499,34,443,336.52
369,2022-01-10,3,36,928,48,437,459.96
370,2022-01-05,3,25,652,81,144,119.39
371,2022-01-07,1,31,740,85,759,351.89
372,2022-01-17,3,39,936,17,820,421.3
373,2022-01-21,1,29,339,49,359,70.42
374,2022-01-28,1,22,948,11,546,235.24
375,2022-01-05,1,28,416,72,603,335.67
376,2022-01-24,2,18,503,51,105,309.7
377,2022-01-13,3,31,902,10,475,552.61
378,2022-01-20,2,40,799,88,974,326.05
379,2022-01-27,1,28,636,99,657,107.33
380,2022-01-25,3,24,721,53,254,143.63
381,2022-01-06,1,32,900,87,495,505.73
382,2022-01-04,1,10,648,20,619,469.66
383,2022-01-16,3,26,247,13,38,190.42
384,2022-01-17,2,14,465,50,737,529.38
385,2022-01-25,1,36,933,6,115,220.28
386,2022-01-26,2,33,808,33,735,482.76
387,2022-01-12,3,17,611,51,909,0.69
388,2022-01-23,3,30,708,21,85,252.14
389,2022-01-20,3,36,1000,49,313,29.61
390,2022-01-25,2,11,637,74,42,325.21
391,2022-01-09,1,18,178,78,300,275.08
392,2022-01-19,2,28,999,80,293,520.75
393,2022-01-12,3,39,909,86,801,127.43
394,2022-01-24,1,36,736,22,597,61.39
395,2022-01-17,2,26,576,72,660,268.54
396,2022-01-11,2,27,454,85,577,114.91
397,2022-01-11,3,14,236,8,389,152.47
398,2022-01-05,1,29,470,84,735,467.1
399,2022-01-02,2,40,949,14,270,521.92
400,2022-01-04,3,15,188,71,635,332.06
401,2022-01-24,1,34,796,26,675,352.25
402,2022-01-04,2,36,721,37,747,193.55
403,2022-01-29,2,13,579,97,964,340.35
404,2022-01-20,1,20,42,31,861,240.57
405,2022-01-22,3,15,412,1,618,524.03
406,2022-01-08,3,27,644,5,439,157.9
407,2022-01-14,1,14,851,99,868,343.4
408,2022-01-20,1,11,986,100,505,33.28
409,2022-01-09,2,22,967,76,427,307.48
410,2022-01-07,1,17,401,66,618,301.26
411,2022-01-22,2,18,158,95,234,216.18
412,2022-01-16,3,14,828,14,99,284.99
413,2022-01-02,2,35,350,77,143,443.28
414,2022-01-24,1,17,421,38,153,104.52
415,2022-01-20,2,30,241,83,676,481.6
416,2022-01-12,1,19,526,19,730,439.42
417,2022-01-10,1,38,716,22,477,190.44
418,2022-01-11,1,31,501,95,7,338.72
419,2022-01-23,3,19,158,16,551,92.97
420,2022-01-23,1,31,734,71,831,395.33
421,2022-01-06,1,36,934,48,472,274.0
422,2022-01-03,1,12,393,60,772,162.88
423,2022-01-22,1,17,540,10,567,29.85
424,2022-01-17,1,36,276,40,561,369.17
425,2022-01-04,1,39,213,78,633,535.89
426,2022-01-11,3,12,69,90,310,352.13
427,2022-01-01,2,10,666,24,219,547.64
428,2022-01-29,1,36,433,17,416,402.38
429,2022-01-02,3,29,633,47,372,184.33
430,2022-01-13,2,38,760,58,182,64.52
431,2022-01-26,1,25,974,73,490,151.66
432,2022-01-15,3,14,343,89,246,366.96
433,2022-01-26,1,21,649,91,743,135.48
434,2022-01-07,2,29,614,92,560,293.34
435,2022-01-22,1,35,795,27,268,497.07
436,2022-01-13,2,23,933,27,716,108.2
437,2022-01-02,3,39,776,15,759,304.84
438,2022-01-06,1,28,585,29,489,186.24
439,2022-01-28,2,24,120,35,795,217.33
440,2022-01-11,1,10,912,56,803,104.02
441,2022-01-05,3,39,70,66,477,81.48
442,2022-01-08,3,13,368,65,432,380.06
443,2022-01-12,1,27,72,1,26,211.35
444,2022-01-16,3,13,95,32,481,158.53
445,2022-01-11,1,18,460,44,567,377.74
446,2022-01-18,1,33,787,2,708,295.45
447,2022-01-03,2,39,372,78,726,356.74
448,2022-01-17,3,34,199,100,724,110.85
449,2022-01-11,1,18,828,95,442,29.61
450,2022-01-13,2,39,197,69,1,290.93
451,2022-01-26,3,23,806,76,222,431.22
452,2022-01-19,2,15,805,4,595,262.23
453,2022-01-26,2,31,921,29,35,32.49
454,2022-01-12,1,37,325,29,557,51.06
455,2022-01-21,2,21,650,85,526,329.5
456,2022-01-16,1,14,647,16,869,196.35
457,2022-01-12,1,23,307,14,342,433.27
458,2022-01-16,1,18,135,23,86,227.48
459,2022-01-23,3,32,531,55,850,17.94
460,2022-01-14,1,19,837,72,775,455.81
461,2022-01-19,3,27,631,4,622,303.73
462,2022-01-09,2,24,537,44,52,328.93
463,2022-01-12,3,37,996,77,909,455.34
464,2022-01-11,1,18,649,1,544,163.21
465,2022-01-24,3,27,690,37,274,140.94
466,2022-01-10,1,11,520,19,686,161.49
467,2022-01-16,2,12,659,63,127,28.38
468,2022-01-21,3,32,719,24,27,109.96
469,2022-01-25,1,32,754,54,457,313.75
470,2022-01-29,1,40,235,24,647,200.68
471,2022-01-17,3,39,284,24,713,221.0
472,2022-01-02,3,31,748,61,809,113.94
473,2022-01-27,3,25,756,70,825,359.4
474,2022-01-23,2,19,733,25,647,273.58
475,2022-01-23,3,16,897,17,787,167.32
476,2022-01-16,1,14,99,53,306,278.46
477,2022-01-20,3,34,702,8,668,446.35
478,2022-01-27,3,24,326,60,81,32.54
479,2022-01-12,2,14,349,60,204,4.08
480,2022-01-15,1,16,366,28,468,451.37
481,2022-01-10,2,16,740,63,56,448.7
482,2022-01-04,1,30,42,99,639,468.98
483,2022-01-27,1,37,120,78,37,391.23
484,2022-01-14,2,22,319,59,582,184.4
485,2022-01-17,3,19,946,30,113,254.13
486,2022-01-19,3,12,975,99,621,540.08
487,2022-01-02,1,27,546,13,411,218.96
488,2022-01-05,1,24,38,60,394,457.14
489,2022-01-08,1,19,560,79,291,252.31
490,2022-01-02,2,13,256,72,166,491.67
491,2022-01-01,3,37,297,84,619,440.25
492,2022-01-22,3,39,387,16,679,246.14
493,2022-01-20,3,40,895,66,889,167.94
494,2022-01-16,3,18,365,61,205,3.98
495,2022-01-08,2,28,229,70,50,361.68
496,2022-01-22,2,20,607,35,695,347.53
497,2022-01-01,3,16,761,52,47,76.7
498,2022-01-23,2,31,651,68,394,179.72
499,2022-01-03,3,11,175,4,702,389.64
500,2022-01-25,1,40,478,78,315,202.64
501,2022-01-07,3,13,580,32,162,451.84
502,2022-01-07,1,22,486,90,540,495.38
503,2022-01-16,2,35,561,10,448,92.74
504,2022-01-10,1,28,605,33,29,32.97
505,2022-01-22,2,30,177,98,528,340.19
506,2022-01-02,2,10,434,7,14,30.96
507,2022-01-14,3,38,479,77,405,291.77
508,2022-01-16,3,39,637,42,884,207.2
509,2022-01-19,1,22,737,48,861,408.17
510,2022-01-22,2,27,80,10,955,76.32
511,2022-01-27,2,16,81,19,636,116.56
512,2022-01-18,2,20,667,71,790,468.78
513,2022-01-15,3,11,32,56,425,8.66
514,2022-01-29,1,30,76,63,783,372.0
515,2022-01-13,1,14,670,20,273,221.56
516,2022-01-16,1,29,593,97,504,188.53
517,2022-01-02,1,34,23,94,614,306.01
518,2022-01-19,2,38,585,23,179,521.14
519,2022-01-04,1,40,425,19,868,142.99
520,2022-01-13,2,18,25,52,228,178.95
521,2022-01-22,1,16,274,62,109,243.4
522,2022-01-15,2,11,274,31,667,168.72
523,2022-01-05,1,40,544,9,874,250.78
524,2022-01-06,2,15,583,88,926,74.77
525,2022-01-20,2,33,147,51,889,155.65
526,2022-01-07,2,34,431,16,116,198.55
527,2022-01-17,2,33,188,94,104,467.58
528,2022-01-26,2,39,873,86,925,243.7
529,2022-01-27,1,17,873,88,409,436.66
530,2022-01-12,2,31,967,5,555,206.08
531,2022-01-04,1,18,686,46,182,79.34
532,2022-01-29,3,35,332,6,715,374.34
533,2022-01-15,2,19,651,78,524,477.97
534,2022-01-25,3,17,960,21,981,262.74
535,2022-01-11,1,23,389,77,850,391.83
536,2022-01-06,2,21,768,52,1000,250.38
537,2022-01-18,3,22,894,28,35,112.92
538,2022-01-03,1,14,510,27,140,358.59
539,2022-01-10,3,31,892,33,747,66.81
540,2022-01-05,3,18,408,53,875,301.71
541,2022-01-09,2,15,606,81,251,254.75
542,2022-01-17,2,29,929,6,3,63.13
543,2022-01-22,2,32,540,79,371,428.55
544,2022-01-23,3,34,589,22,884,350.19
545,2022-01-28,1,40,309,79,2,59.69
546,2022-01-29,3,17,111,40,150,71.26
547,2022-01-05,2,33,756,3,441,216.93
548,2022-01-16,2,24,710,98,882,458.13
549,2022-01-19,2,12,788,51,393,137.61
550,2022-01-11,1,36,817,39,626,400.55
551,2022-01-03,2,22,936,71,772,238.77
552,2022-01-21,1,33,440,45,526,55.35
553,2022-01-26,2,13,766,74,590,118.97
554,2022-01-07,1,15,475,19,142,211.37
555,2022-01-25,1,21,380,79,897,160.97
556,2022-01-20,3,17,322,100,9,63.02
557,2022-01-27,1,15,946,61,205,467.01
558,2022-01-29,2,10,98,10,167,129.92
559,2022-01-08,3,18,633,55,60,382.87
560,2022-01-17,2,26,701,91,83,494.62
561,2022-01-11,1,30,961,100,528,507.98
562,2022-01-15,1,33,569,41,516,320.53
563,2022-01-14,2,28,142,1,371,433.42
564,2022-01-20,1,36,444,59,377,137.26
565,2022-01-24,1,12,744,60,837,371.71
566,2022-01-13,3,37,462,49,439,297.78
567,2022-01-14,1,25,866,2,218,176.89
568,2022-01-09,2,33,608,36,726,260.13
569,2022-01-07,3,26,582,97,502,525.63
570,2022-01-28,1,17,165,73,663,119.58
571,2022-01-01,3,32,532,84,819,343.5
572,2022-01-01,3,33,903,37,263,463.12
573,2022-01-22,1,12,782,1,932,267.58
574,2022-01-16,3,13,851,6,861,237.16
575,2022-01-13,2,35,59,29,779,222.25
576,2022-01-19,2,22,803,64,647,431.22
577,2022-01-07,2,39,808,17,466,195.71
578,2022-01-29,1,34,694,44,380,547.36
579,2022-01-19,3,25,222,32,205,111.76
580,2022-01-19,2,22,855,29,129,474.78
581,2022-01-26,3,27,913,70,696,363.22
582,2022-01-17,3,13,349,50,545,468.04
583,2022-01-09,2,32,857,19,395,118.59
584,2022-01-22,1,12,687,21,500,454.34
585,2022-01-09,2,33,232,54,381,419.71
586,2022-01-15,1,40,909,11,434,108.56
587,2022-01-18,3,32,117,91,217,413.74
588,2022-01-02,3,15,763,88,781,88.23
589,2022-01-20,3,27,461,3,69,247.47
590,2022-01-17,1,34,539,98,306,25.86
591,2022-01-04,2,25,821,44,697,550.34
592,2022-01-16,2,27,642,71,666,31.42
593,2022-01-09,1,12,516,98,248,175.89
594,2022-01-26,2,38,424,75,910,336.75
595,2022-01-18,1,40,65,89,592,549.15
596,2022-01-05,1,39,684,29,615,237.03
597,2022-01-15,1,24,20,75,408,280.76
598,2022-01-11,2,10,304,15,743,481.54
599,2022-01-25,3,16,952,55,542,477.25
600,2022-01-08,2,15,501,96,96,549.94
601,2022-01-03,1,25,758,72,423,390.02
602,2022-01-17,1,16,976,61,849,156.25
603,2022-01-19,1,34,341,55,195,309.99
604,2022-01-15,2,38,11,9,319,60.67
605,2022-01-20,2,22,776,25,261,374.41
